what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1486085485220
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1486085485220
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1486085485220
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1486085485220
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1486085485220
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1486085485220
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1486085485235
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1486085485235
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1486085485235
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1486085485235
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1486085485235
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1486085485235
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1486085485235
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1486085485235
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1486085485251
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1486085485251
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1486085485251
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1486085485251
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1486085485251
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1486085485251
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1486085485251
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1486085485251
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1486085485267
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1486085485267
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1486085485267
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1486085485267
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1486085485345
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1486085485361
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1486085485361
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1486085485361
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1486085485361
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1486085485361
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1486085485361
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1486085485361
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1486085485376
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1486085485376
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1486085485376
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1486085485392
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1486085485392
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1486085485392
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1486085485392
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1486085485392
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1486085485407
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1486085485407
started,bundle,com.altera.sbtgui.project,11.1.0.216,"com.altera.sbtgui.project",1486085485454
os,sysinfo,,,"win32",1486085485470
arch,sysinfo,,,"x86",1486085485470
ws,sysinfo,,,"win32",1486085485470
locale,sysinfo,,,"es_PE",1486085485470
processors,sysinfo,,,"4",1486085485470
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1486085485470
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1486085485470
java.specification.name,sysinfo,,,"Java Platform API Specification",1486085485470
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486085485470
java.specification.version,sysinfo,,,"1.6",1486085485470
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1486085485470
java.version,sysinfo,,,"1.6.0_23",1486085485470
java.vm.info,sysinfo,,,"mixed mode",1486085485470
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1486085485470
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486085485470
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486085485470
java.vm.specification.version,sysinfo,,,"1.0",1486085485470
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486085485470
java.vm.version,sysinfo,,,"19.0-b09",1486085485470
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1486085485642
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1486085486001
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1486085487126
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1486085487126
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1486085487251
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1486085489288
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1486085489303
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1486085490366
